,ticker,date,volume
734,SCVL,2015-05-10,0.02
780,SMRT,2015-05-10,-0.02
797,SPLS,2015-05-10,-0.02
832,TGT,2015-05-10,-0.02
841,TITN,2015-05-10,-0.02
904,WMT,2015-05-10,0.02
1910,AEO,2015-05-20,close all
541,BBY,2015-05-21,close all
631,BIG,2015-05-29,close all
812,BKE,2015-05-21,close all
1012,BOBE,2015-06-17,close all
1101,BURL,2015-06-09,close all
1641,CATO,2015-05-21,close all
1731,CBRL,2015-06-02,close all
2091,CONN,2015-06-02,close all
2271,CTRN,2015-05-20,close all
2451,DDS,2015-05-15,close all
2631,DG,2015-06-02,close all
2721,DKS,2015-05-19,close all
2812,DLTR,2015-05-21,close all
2991,DSW,2015-05-27,close all
3251,FIVE,2015-06-04,close all
3341,FL,2015-05-22,close all
3431,FRAN,2015-06-10,close all
3791,GME,2015-05-29,close all
3881,GPS,2015-05-22,close all
4061,HD,2015-05-19,close all
4151,HIBB,2015-05-22,close all
4631,JCP,2015-05-14,close all
4721,JWN,2015-05-15,close all
4931,KSS,2015-05-14,close all
5111,LB,2015-05-21,close all
5381,LOW,2015-05-20,close all
5831,M,2015-05-13,close all
6361,PLCE,2015-05-14,close all
6801,ROST,2015-05-22,close all
7341,SCVL,2015-05-21,close all
7801,SMRT,2015-05-21,close all
7971,SPLS,2015-05-20,close all
8321,TGT,2015-05-20,close all
8411,TITN,2015-05-28,close all
9041,WMT,2015-05-19,close all
20,AEO,2015-08-10,0.02
55,BBY,2015-08-10,0.02
64,BIG,2015-08-10,-0.02
82,BKE,2015-08-10,0.02
85,BKS,2015-08-10,0.02
102,BOBE,2015-08-10,0.02
111,BURL,2015-08-10,0.02
156,CASY,2015-08-10,-0.02
165,CATO,2015-08-10,0.02
174,CBRL,2015-08-10,-0.02
210,CONN,2015-08-10,-0.02
228,CTRN,2015-08-10,0.02
246,DDS,2015-08-10,0.02
264,DG,2015-08-10,-0.02
273,DKS,2015-08-10,-0.02
282,DLTR,2015-08-10,0.02
300,DSW,2015-08-10,0.02
309,EXPR,2015-08-10,0.02
326,FIVE,2015-08-10,-0.02
335,FL,2015-08-10,0.02
344,FRAN,2015-08-10,0.02
371,GCO,2015-08-10,0.02
380,GME,2015-08-10,-0.02
389,GPS,2015-08-10,-0.02
407,HD,2015-08-10,-0.02
416,HIBB,2015-08-10,0.02
464,JCP,2015-08-10,0.02
473,JWN,2015-08-10,-0.02
485,KR,2015-08-10,0.02
486,KR,2015-08-10,0.02
494,KSS,2015-08-10,0.02
512,LB,2015-08-10,-0.02
539,LOW,2015-08-10,-0.02
584,M,2015-08-10,0.02
637,PLCE,2015-08-10,0.02
672,RH,2015-08-10,0.02
681,ROST,2015-08-10,0.02
754,SHLD,2015-08-10,0.02
763,SIG,2015-08-10,0.02
7811,SMRT,2015-08-10,0.02
798,SPLS,2015-08-10,0.02
833,TGT,2015-08-10,-0.02
842,TITN,2015-08-10,-0.02
905,WMT,2015-08-10,-0.02
923,WSM,2015-08-10,0.02
2010,AEO,2015-08-19,close all
556,BBY,2015-08-25,close all
641,BIG,2015-08-28,close all
821,BKE,2015-08-20,close all
851,BKS,2015-09-09,close all
1021,BOBE,2015-09-02,close all
1111,BURL,2015-08-27,close all
1561,CASY,2015-09-09,close all
1651,CATO,2015-08-20,close all
1741,CBRL,2015-09-16,close all
2101,CONN,2015-09-09,close all
2281,CTRN,2015-08-19,close all
2461,DDS,2015-08-13,close all
2641,DG,2015-08-27,close all
2731,DKS,2015-08-18,close all
2821,DLTR,2015-09-01,close all
3001,DSW,2015-08-25,close all
3091,EXPR,2015-08-26,close all
3261,FIVE,2015-09-03,close all
3351,FL,2015-08-21,close all
3441,FRAN,2015-09-09,close all
3711,GCO,2015-09-03,close all
3801,GME,2015-08-28,close all
3891,GPS,2015-08-21,close all
4071,HD,2015-08-18,close all
4161,HIBB,2015-08-21,close all
4641,JCP,2015-08-14,close all
4731,JWN,2015-08-14,close all
4851,KR,2015-09-11,close all
4861,KR,2015-09-11,close all
4941,KSS,2015-08-13,close all
5121,LB,2015-08-20,close all
5391,LOW,2015-08-19,close all
5841,M,2015-08-12,close all
6371,PLCE,2015-08-25,close all
6721,RH,2015-09-11,close all
6811,ROST,2015-08-21,close all
7541,SHLD,2015-08-20,close all
7631,SIG,2015-08-27,close all
7812,SMRT,2015-08-20,close all
7981,SPLS,2015-08-19,close all
8331,TGT,2015-08-19,close all
8421,TITN,2015-09-09,close all
9051,WMT,2015-08-18,close all
9231,WSM,2015-08-27,close all
21,AEO,2015-11-10,-0.02
56,BBY,2015-11-10,0.02
65,BIG,2015-11-10,0.02
83,BKE,2015-11-10,-0.02
86,BKS,2015-11-10,0.02
103,BOBE,2015-11-10,-0.02
112,BURL,2015-11-10,0.02
157,CASY,2015-11-10,-0.02
166,CATO,2015-11-10,0.02
175,CBRL,2015-11-10,-0.02
211,CONN,2015-11-10,-0.02
229,CTRN,2015-11-10,-0.02
247,DDS,2015-11-10,-0.02
265,DG,2015-11-10,0.02
274,DKS,2015-11-10,0.02
283,DLTR,2015-11-10,-0.02
3011,DSW,2015-11-10,-0.02
310,EXPR,2015-11-10,-0.02
327,FIVE,2015-11-10,0.02
336,FL,2015-11-10,0.02
345,FRAN,2015-11-10,0.02
372,GCO,2015-11-10,-0.02
381,GME,2015-11-10,-0.02
390,GPS,2015-11-10,-0.02
408,HD,2015-11-10,0.02
417,HIBB,2015-11-10,-0.02
465,JCP,2015-11-10,-0.02
474,JWN,2015-11-10,0.02
487,KR,2015-11-10,0.02
495,KSS,2015-11-10,-0.02
513,LB,2015-11-10,0.02
540,LOW,2015-11-10,0.02
638,PLCE,2015-11-10,-0.02
673,RH,2015-11-10,0.02
682,ROST,2015-11-10,0.02
755,SHLD,2015-11-10,0.02
764,SIG,2015-11-10,0.02
782,SMRT,2015-11-10,0.02
799,SPLS,2015-11-10,0.02
834,TGT,2015-11-10,-0.02
843,TITN,2015-11-10,-0.02
852,TJX,2015-11-10,0.02
906,WMT,2015-11-10,0.02
924,WSM,2015-11-10,-0.02
212,AEO,2015-12-03,close all
561,BBY,2015-11-19,close all
654,BIG,2015-12-04,close all
835,BKE,2015-11-19,close all
8610,BKS,2015-12-04,close all
1031,BOBE,2015-12-02,close all
1121,BURL,2015-11-24,close all
1571,CASY,2015-12-08,close all
1661,CATO,2015-11-19,close all
1751,CBRL,2015-11-24,close all
2111,CONN,2015-12-08,close all
2291,CTRN,2015-11-24,close all
2471,DDS,2015-11-16,close all
2651,DG,2015-12-03,close all
2741,DKS,2015-11-17,close all
2831,DLTR,2015-11-24,close all
3012,DSW,2015-11-24,close all
3101,EXPR,2015-12-03,close all
3271,FIVE,2015-12-04,close all
3361,FL,2015-11-20,close all
3451,FRAN,2015-12-09,close all
3721,GCO,2015-12-04,close all
3811,GME,2015-11-23,close all
3901,GPS,2015-11-20,close all
4081,HD,2015-11-17,close all
4171,HIBB,2015-11-20,close all
4651,JCP,2015-11-13,close all
4741,JWN,2015-11-13,close all
4871,KR,2015-12-03,close all
4951,KSS,2015-11-12,close all
5131,LB,2015-11-19,close all
5401,LOW,2015-11-18,close all
6381,PLCE,2015-12-08,close all
6731,RH,2015-12-11,close all
6821,ROST,2015-11-20,close all
7551,SHLD,2015-12-03,close all
7641,SIG,2015-11-24,close all
7821,SMRT,2015-11-19,close all
7991,SPLS,2015-11-18,close all
8341,TGT,2015-11-18,close all
8431,TITN,2015-12-03,close all
8521,TJX,2015-11-17,close all
9061,WMT,2015-11-17,close all
9241,WSM,2015-11-20,close all
22,AEO,2016-02-10,-0.02
57,BBY,2016-02-10,-0.02
66,BIG,2016-02-10,-0.02
87,BKS,2016-02-10,-0.02
104,BOBE,2016-02-10,0.02
113,BURL,2016-02-10,-0.02
158,CASY,2016-02-10,-0.02
167,CATO,2016-02-10,-0.02
176,CBRL,2016-02-10,-0.02
2121,CONN,2016-02-10,-0.02
230,CTRN,2016-02-10,-0.02
248,DDS,2016-02-10,-0.02
266,DG,2016-02-10,-0.02
275,DKS,2016-02-10,-0.02
284,DLTR,2016-02-10,-0.02
302,DSW,2016-02-10,0.02
3111,EXPR,2016-02-10,-0.02
328,FIVE,2016-02-10,-0.02
337,FL,2016-02-10,-0.02
346,FRAN,2016-02-10,-0.02
373,GCO,2016-02-10,-0.02
382,GME,2016-02-10,-0.02
391,GPS,2016-02-10,-0.02
409,HD,2016-02-10,0.02
418,HIBB,2016-02-10,-0.02
466,JCP,2016-02-10,-0.02
475,JWN,2016-02-10,-0.02
488,KR,2016-02-10,-0.02
496,KSS,2016-02-10,-0.02
514,LB,2016-02-10,-0.02
5411,LOW,2016-02-10,0.02
559,MIK,2016-02-10,-0.02
586,M,2016-02-10,-0.02
639,PLCE,2016-02-10,-0.02
674,RH,2016-02-10,-0.02
683,ROST,2016-02-10,-0.02
756,SHLD,2016-02-10,-0.02
765,SIG,2016-02-10,-0.02
783,SMRT,2016-02-10,-0.02
800,SPLS,2016-02-10,-0.02
809,SPWH,2016-02-10,-0.02
8351,TGT,2016-02-10,-0.02
844,TITN,2016-02-10,-0.02
853,TJX,2016-02-10,-0.02
907,WMT,2016-02-10,-0.02
925,WSM,2016-02-10,-0.02
221,AEO,2016-03-03,close all
5710,BBY,2016-02-25,close all
661,BIG,2016-03-04,close all
8710,BKS,2016-03-03,close all
1041,BOBE,2016-03-02,close all
1131,BURL,2016-03-03,close all
1581,CASY,2016-03-08,close all
1671,CATO,2016-03-17,close all
1761,CBRL,2016-02-23,close all
2122,CONN,2016-03-29,close all
2301,CTRN,2016-03-11,close all
2481,DDS,2016-02-23,close all
2661,DG,2016-03-10,close all
2751,DKS,2016-03-08,close all
2841,DLTR,2016-03-01,close all
3021,DSW,2016-03-15,close all
3112,EXPR,2016-03-09,close all
3281,FIVE,2016-03-23,close all
3371,FL,2016-02-26,close all
3461,FRAN,2016-03-23,close all
3731,GCO,2016-03-11,close all
3821,GME,2016-03-25,close all
3911,GPS,2016-02-26,close all
4091,HD,2016-02-23,close all
4181,HIBB,2016-03-11,close all
4661,JCP,2016-02-26,close all
4751,JWN,2016-02-19,close all
4881,KR,2016-03-03,close all
4961,KSS,2016-02-25,close all
5141,LB,2016-02-25,close all
5412,LOW,2016-02-24,close all
5591,MIK,2016-03-17,close all
5861,M,2016-02-23,close all
6391,PLCE,2016-03-15,close all
6741,RH,2016-02-25,close all
6831,ROST,2016-03-02,close all
7561,SHLD,2016-02-25,close all
7651,SIG,2016-03-24,close all
7831,SMRT,2016-03-10,close all
8001,SPLS,2016-03-04,close all
8091,SPWH,2016-03-24,close all
8352,TGT,2016-02-24,close all
8441,TITN,2016-04-13,close all
8531,TJX,2016-02-24,close all
9071,WMT,2016-02-18,close all
9251,WSM,2016-03-17,close all
23,AEO,2016-05-10,0.02
58,BBY,2016-05-10,0.02
67,BIG,2016-05-10,0.02
88,BKS,2016-05-10,0.02
105,BOBE,2016-05-10,-0.02
114,BURL,2016-05-10,0.02
159,CASY,2016-05-10,0.02
168,CATO,2016-05-10,-0.02
177,CBRL,2016-05-10,0.02
213,CONN,2016-05-10,0.02
231,CTRN,2016-05-10,-0.02
249,DDS,2016-05-10,0.02
267,DG,2016-05-10,0.02
276,DKS,2016-05-10,0.02
285,DLTR,2016-05-10,0.02
303,DSW,2016-05-10,-0.02
3121,EXPR,2016-05-10,0.02
329,FIVE,2016-05-10,0.02
338,FL,2016-05-10,-0.02
347,FRAN,2016-05-10,0.02
374,GCO,2016-05-10,0.02
383,GME,2016-05-10,0.02
392,GPS,2016-05-10,0.02
410,HD,2016-05-10,0.02
419,HIBB,2016-05-10,-0.02
467,JCP,2016-05-10,0.02
476,JWN,2016-05-10,0.02
489,KR,2016-05-10,-0.02
497,KSS,2016-05-10,0.02
515,LB,2016-05-10,0.02
542,LOW,2016-05-10,0.02
560,MIK,2016-05-10,0.02
6311,PLAY,2016-05-10,-0.02
640,PLCE,2016-05-10,0.02
675,RH,2016-05-10,0.02
684,ROST,2016-05-10,0.02
757,SHLD,2016-05-10,-0.02
766,SIG,2016-05-10,0.02
784,SMRT,2016-05-10,0.02
8011,SPLS,2016-05-10,0.02
810,SPWH,2016-05-10,0.02
836,TGT,2016-05-10,0.02
845,TITN,2016-05-10,0.02
854,TJX,2016-05-10,0.02
908,WMT,2016-05-10,0.02
926,WSM,2016-05-10,0.02
232,AEO,2016-05-19,close all
585,BBY,2016-05-24,close all
671,BIG,2016-05-27,close all
8810,BKS,2016-06-23,close all
1051,BOBE,2016-06-15,close all
1141,BURL,2016-05-26,close all
1591,CASY,2016-06-07,close all
1681,CATO,2016-05-19,close all
1771,CBRL,2016-06-01,close all
2131,CONN,2016-06-02,close all
2311,CTRN,2016-05-18,close all
2491,DDS,2016-05-13,close all
2671,DG,2016-05-26,close all
2761,DKS,2016-05-19,close all
2851,DLTR,2016-05-26,close all
3031,DSW,2016-05-24,close all
3122,EXPR,2016-05-25,close all
3291,FIVE,2016-06-03,close all
3381,FL,2016-05-20,close all
3471,FRAN,2016-06-09,close all
3741,GCO,2016-05-26,close all
3831,GME,2016-05-27,close all
3921,GPS,2016-05-20,close all
4101,HD,2016-05-17,close all
4191,HIBB,2016-05-20,close all
4671,JCP,2016-05-13,close all
4761,JWN,2016-05-13,close all
4891,KR,2016-06-16,close all
4971,KSS,2016-05-12,close all
5151,LB,2016-05-19,close all
5421,LOW,2016-05-18,close all
5601,MIK,2016-06-07,close all
6312,PLAY,2016-06-08,close all
6401,PLCE,2016-05-17,close all
6751,RH,2016-06-09,close all
6841,ROST,2016-05-20,close all
7571,SHLD,2016-05-26,close all
7661,SIG,2016-05-26,close all
7841,SMRT,2016-05-19,close all
8012,SPLS,2016-05-18,close all
8101,SPWH,2016-05-25,close all
8361,TGT,2016-05-18,close all
8451,TITN,2016-05-26,close all
8541,TJX,2016-05-17,close all
9081,WMT,2016-05-19,close all
9261,WSM,2016-05-26,close all
24,AEO,2016-08-10,0.02
59,BBY,2016-08-10,0.02
68,BIG,2016-08-10,0.02
89,BKS,2016-08-10,-0.02
106,BOBE,2016-08-10,-0.02
115,BURL,2016-08-10,0.02
160,CASY,2016-08-10,-0.02
169,CATO,2016-08-10,-0.02
178,CBRL,2016-08-10,-0.02
214,CONN,2016-08-10,-0.02
2321,CTRN,2016-08-10,0.02
250,DDS,2016-08-10,0.02
268,DG,2016-08-10,-0.02
277,DKS,2016-08-10,0.02
286,DLTR,2016-08-10,-0.02
304,DSW,2016-08-10,0.02
313,EXPR,2016-08-10,0.02
330,FIVE,2016-08-10,0.02
339,FL,2016-08-10,0.02
348,FRAN,2016-08-10,0.02
375,GCO,2016-08-10,0.02
384,GME,2016-08-10,0.02
393,GPS,2016-08-10,-0.02
411,HD,2016-08-10,-0.02
420,HIBB,2016-08-10,0.02
468,JCP,2016-08-10,-0.02
477,JWN,2016-08-10,-0.02
490,KR,2016-08-10,-0.02
516,LB,2016-08-10,0.02
543,LOW,2016-08-10,-0.02
5611,MIK,2016-08-10,-0.02
632,PLAY,2016-08-10,-0.02
6411,PLCE,2016-08-10,0.02
676,RH,2016-08-10,0.02
685,ROST,2016-08-10,0.02
758,SHLD,2016-08-10,0.02
767,SIG,2016-08-10,0.02
785,SMRT,2016-08-10,-0.02
802,SPLS,2016-08-10,-0.02
8111,SPWH,2016-08-10,-0.02
837,TGT,2016-08-10,0.02
846,TITN,2016-08-10,0.02
855,TJX,2016-08-10,0.02
909,WMT,2016-08-10,0.02
927,WSM,2016-08-10,0.02
2410,AEO,2016-08-17,close all
591,BBY,2016-08-23,close all
686,BIG,2016-08-26,close all
895,BKS,2016-09-08,close all
1061,BOBE,2016-08-31,close all
1151,BURL,2016-08-25,close all
1601,CASY,2016-09-07,close all
1691,CATO,2016-08-18,close all
1781,CBRL,2016-09-14,close all
2141,CONN,2016-09-08,close all
2322,CTRN,2016-08-17,close all
2501,DDS,2016-08-12,close all
2681,DG,2016-08-25,close all
2771,DKS,2016-08-16,close all
2861,DLTR,2016-08-25,close all
3041,DSW,2016-08-30,close all
3131,EXPR,2016-08-24,close all
3301,FIVE,2016-09-01,close all
3391,FL,2016-08-19,close all
3481,FRAN,2016-09-07,close all
3751,GCO,2016-09-01,close all
3841,GME,2016-08-26,close all
3931,GPS,2016-08-19,close all
4111,HD,2016-08-16,close all
4201,HIBB,2016-08-19,close all
4681,JCP,2016-08-12,close all
4771,JWN,2016-08-12,close all
4901,KR,2016-09-09,close all
5161,LB,2016-08-18,close all
5431,LOW,2016-08-17,close all
5612,MIK,2016-08-25,close all
6321,PLAY,2016-09-07,close all
6412,PLCE,2016-08-17,close all
6761,RH,2016-09-09,close all
6851,ROST,2016-08-19,close all
7581,SHLD,2016-08-25,close all
7671,SIG,2016-08-25,close all
7851,SMRT,2016-08-19,close all
8021,SPLS,2016-08-17,close all
8112,SPWH,2016-08-19,close all
8371,TGT,2016-08-17,close all
8461,TITN,2016-08-25,close all
8551,TJX,2016-08-16,close all
9091,WMT,2016-08-18,close all
9271,WSM,2016-08-25,close all
25,AEO,2016-11-10,-0.02
60,BBY,2016-11-10,0.02
69,BIG,2016-11-10,0.02
90,BKS,2016-11-10,-0.02
107,BOBE,2016-11-10,-0.02
116,BURL,2016-11-10,0.02
1611,CASY,2016-11-10,-0.02
170,CATO,2016-11-10,0.02
179,CBRL,2016-11-10,0.02
215,CONN,2016-11-10,0.02
233,CTRN,2016-11-10,0.02
269,DG,2016-11-10,0.02
278,DKS,2016-11-10,0.02
287,DLTR,2016-11-10,0.02
305,DSW,2016-11-10,-0.02
314,EXPR,2016-11-10,0.02
3311,FIVE,2016-11-10,0.02
340,FL,2016-11-10,0.02
349,FRAN,2016-11-10,0.02
376,GCO,2016-11-10,-0.02
385,GME,2016-11-10,0.02
394,GPS,2016-11-10,0.02
412,HD,2016-11-10,0.02
421,HIBB,2016-11-10,0.02
491,KR,2016-11-10,0.02
517,LB,2016-11-10,0.02
544,LOW,2016-11-10,0.02
562,MIK,2016-11-10,-0.02
633,PLAY,2016-11-10,0.02
642,PLCE,2016-11-10,-0.02
677,RH,2016-11-10,-0.02
6861,ROST,2016-11-10,0.02
759,SHLD,2016-11-10,0.02
768,SIG,2016-11-10,0.02
786,SMRT,2016-11-10,0.02
803,SPLS,2016-11-10,-0.02
8121,SPWH,2016-11-10,-0.02
838,TGT,2016-11-10,0.02
847,TITN,2016-11-10,-0.02
856,TJX,2016-11-10,0.02
910,WMT,2016-11-10,-0.02
928,WSM,2016-11-10,0.02
251,AEO,2016-11-30,close all
601,BBY,2016-11-17,close all
6910,BIG,2016-12-02,close all
901,BKS,2016-11-22,close all
1071,BOBE,2016-12-06,close all
1161,BURL,2016-11-22,close all
1612,CASY,2016-12-08,close all
1701,CATO,2016-11-17,close all
1791,CBRL,2016-11-22,close all
2151,CONN,2016-12-06,close all
2331,CTRN,2016-11-22,close all
2691,DG,2016-12-01,close all
2781,DKS,2016-11-15,close all
2871,DLTR,2016-11-22,close all
3051,DSW,2016-11-22,close all
3141,EXPR,2016-12-01,close all
3312,FIVE,2016-12-02,close all
3401,FL,2016-11-18,close all
3491,FRAN,2016-12-06,close all
3761,GCO,2016-12-02,close all
3851,GME,2016-11-23,close all
3941,GPS,2016-11-18,close all
4121,HD,2016-11-15,close all
4211,HIBB,2016-11-18,close all
4911,KR,2016-12-01,close all
5171,LB,2016-11-17,close all
5441,LOW,2016-11-16,close all
5621,MIK,2016-12-06,close all
6331,PLAY,2016-12-07,close all
6421,PLCE,2016-11-17,close all
6771,RH,2016-12-09,close all
6862,ROST,2016-11-18,close all
7591,SHLD,2016-12-08,close all
7681,SIG,2016-11-22,close all
7861,SMRT,2016-11-17,close all
8031,SPLS,2016-11-17,close all
8122,SPWH,2016-11-18,close all
8381,TGT,2016-11-16,close all
8471,TITN,2016-11-30,close all
8561,TJX,2016-11-15,close all
9101,WMT,2016-11-17,close all
9281,WSM,2016-11-18,close all
26,AEO,2017-02-10,0.02
619,BBY,2017-02-10,-0.02
70,BIG,2017-02-10,-0.02
912,BKS,2017-02-10,-0.02
108,BOBE,2017-02-10,-0.02
117,BURL,2017-02-10,-0.02
162,CASY,2017-02-10,-0.02
1711,CATO,2017-02-10,0.02
180,CBRL,2017-02-10,0.02
216,CONN,2017-02-10,-0.02
234,CTRN,2017-02-10,-0.02
252,DDS,2017-02-10,-0.02
270,DG,2017-02-10,-0.02
279,DKS,2017-02-10,-0.02
288,DLTR,2017-02-10,-0.02
306,DSW,2017-02-10,-0.02
315,EXPR,2017-02-10,-0.02
332,FIVE,2017-02-10,-0.02
3411,FL,2017-02-10,-0.02
350,FRAN,2017-02-10,-0.02
377,GCO,2017-02-10,-0.02
386,GME,2017-02-10,0.02
395,GPS,2017-02-10,0.02
413,HD,2017-02-10,-0.02
422,HIBB,2017-02-10,0.02
470,JCP,2017-02-10,0.02
479,JWN,2017-02-10,-0.02
492,KR,2017-02-10,0.02
500,KSS,2017-02-10,-0.02
518,LB,2017-02-10,-0.02
545,LOW,2017-02-10,-0.02
563,MIK,2017-02-10,-0.02
590,M,2017-02-10,-0.02
634,PLAY,2017-02-10,0.02
643,PLCE,2017-02-10,-0.02
678,RH,2017-02-10,-0.02
687,ROST,2017-02-10,-0.02
760,SHLD,2017-02-10,-0.02
769,SIG,2017-02-10,0.02
787,SMRT,2017-02-10,0.02
804,SPLS,2017-02-10,-0.02
813,SPWH,2017-02-10,-0.02
839,TGT,2017-02-10,-0.02
848,TITN,2017-02-10,-0.02
857,TJX,2017-02-10,-0.02
911,WMT,2017-02-10,-0.02
929,WSM,2017-02-10,0.02
2610,AEO,2017-03-01,close all
6110,BBY,2017-03-01,close all
7010,BIG,2017-03-03,close all
9110,BKS,2017-03-02,close all
1081,BOBE,2017-03-08,close all
1171,BURL,2017-03-02,close all
1621,CASY,2017-03-07,close all
1712,CATO,2017-03-16,close all
1801,CBRL,2017-02-21,close all
2161,CONN,2017-04-04,close all
2341,CTRN,2017-03-10,close all
2521,DDS,2017-02-21,close all
2701,DG,2017-03-16,close all
2791,DKS,2017-03-07,close all
2881,DLTR,2017-03-01,close all
3061,DSW,2017-03-14,close all
3151,EXPR,2017-03-08,close all
3321,FIVE,2017-03-23,close all
3412,FL,2017-02-24,close all
3501,FRAN,2017-03-21,close all
3771,GCO,2017-03-10,close all
3861,GME,2017-03-24,close all
3951,GPS,2017-02-24,close all
4131,HD,2017-02-21,close all
4221,HIBB,2017-03-10,close all
4701,JCP,2017-02-24,close all
4791,JWN,2017-02-24,close all
4921,KR,2017-03-02,close all
5001,KSS,2017-02-23,close all
5181,LB,2017-02-23,close all
5451,LOW,2017-03-01,close all
5631,MIK,2017-03-07,close all
5901,M,2017-02-21,close all
6341,PLAY,2017-03-29,close all
6431,PLCE,2017-03-08,close all
6781,RH,2017-03-29,close all
6871,ROST,2017-03-01,close all
7601,SHLD,2017-03-09,close all
7691,SIG,2017-03-09,close all
7871,SMRT,2017-03-08,close all
8041,SPLS,2017-03-09,close all
8131,SPWH,2017-03-24,close all
8391,TGT,2017-02-28,close all
8481,TITN,2017-03-30,close all
8571,TJX,2017-02-22,close all
9111,WMT,2017-02-21,close all
9291,WSM,2017-03-16,close all
27,AEO,2017-05-10,0.02
62,BBY,2017-05-10,0.02
716,BIG,2017-05-10,-0.02
109,BOBE,2017-05-10,0.02
118,BURL,2017-05-10,-0.02
163,CASY,2017-05-10,-0.02
172,CATO,2017-05-10,-0.02
1811,CBRL,2017-05-10,0.02
217,CONN,2017-05-10,0.02
235,CTRN,2017-05-10,0.02
271,DG,2017-05-10,0.02
280,DKS,2017-05-10,-0.02
289,DLTR,2017-05-10,0.02
307,DSW,2017-05-10,-0.02
316,EXPR,2017-05-10,-0.02
333,FIVE,2017-05-10,-0.02
342,FL,2017-05-10,-0.02
3511,FRAN,2017-05-10,-0.02
378,GCO,2017-05-10,-0.02
387,GME,2017-05-10,0.02
396,GPS,2017-05-10,0.02
414,HD,2017-05-10,0.02
423,HIBB,2017-05-10,-0.02
471,JCP,2017-05-10,0.02
480,JWN,2017-05-10,-0.02
519,LB,2017-05-10,-0.02
546,LOW,2017-05-10,0.02
564,MIK,2017-05-10,0.02
635,PLAY,2017-05-10,-0.02
644,PLCE,2017-05-10,-0.02
679,RH,2017-05-10,0.02
688,ROST,2017-05-10,-0.02
7611,SHLD,2017-05-10,0.02
770,SIG,2017-05-10,0.02
788,SMRT,2017-05-10,-0.02
805,SPLS,2017-05-10,-0.02
814,SPWH,2017-05-10,0.02
840,TGT,2017-05-10,0.02
849,TITN,2017-05-10,0.02
9121,WMT,2017-05-10,0.02
930,WSM,2017-05-10,-0.02
2710,AEO,2017-05-17,close all
621,BBY,2017-05-25,close all
717,BIG,2017-05-26,close all
1091,BOBE,2017-06-15,close all
1181,BURL,2017-05-25,close all
1631,CASY,2017-06-06,close all
1721,CATO,2017-05-18,close all
1812,CBRL,2017-05-23,close all
2171,CONN,2017-06-06,close all
2351,CTRN,2017-05-17,close all
2711,DG,2017-06-01,close all
2801,DKS,2017-05-16,close all
2891,DLTR,2017-05-25,close all
3071,DSW,2017-05-23,close all
3161,EXPR,2017-06-01,close all
3331,FIVE,2017-06-02,close all
3421,FL,2017-05-19,close all
3512,FRAN,2017-06-06,close all
3781,GCO,2017-05-25,close all
3871,GME,2017-05-26,close all
3961,GPS,2017-05-19,close all
4141,HD,2017-05-16,close all
4231,HIBB,2017-05-18,close all
4711,JCP,2017-05-12,close all
4801,JWN,2017-05-12,close all
5191,LB,2017-05-18,close all
5461,LOW,2017-05-24,close all
5641,MIK,2017-06-06,close all
6351,PLAY,2017-06-07,close all
6441,PLCE,2017-05-18,close all
6791,RH,2017-06-02,close all
6881,ROST,2017-05-19,close all
7612,SHLD,2017-05-25,close all
7701,SIG,2017-05-25,close all
7881,SMRT,2017-05-18,close all
8051,SPLS,2017-05-16,close all
8141,SPWH,2017-05-19,close all
8401,TGT,2017-05-17,close all
8491,TITN,2017-05-25,close all
9122,WMT,2017-05-18,close all
9301,WSM,2017-05-25,close all
38,AZO,2015-09-10,-0.02
47,BBBY,2015-09-10,-0.02
219,COST,2015-09-10,-0.02
318,FINL,2015-09-10,-0.02
447,ISCA,2015-09-10,0.02
482,KMX,2015-09-10,-0.02
620,PIR,2015-09-10,-0.02
655,RAD,2015-09-10,-0.02
790,SONC,2015-09-10,0.02
816,SVU,2015-09-10,-0.02
3810,AZO,2015-09-22,close all
478,BBBY,2015-09-25,close all
2191,COST,2015-09-30,close all
3181,FINL,2015-09-25,close all
4471,ISCA,2015-10-08,close all
4821,KMX,2015-09-22,close all
6201,PIR,2015-09-25,close all
6551,RAD,2015-09-17,close all
7901,SONC,2015-10-20,close all
8161,SVU,2015-10-21,close all
42,AZO,2016-09-10,-0.02
5110,BBBY,2016-09-10,-0.02
223,COST,2016-09-10,-0.02
322,FINL,2016-09-10,-0.02
451,ISCA,2016-09-10,0.02
624,PIR,2016-09-10,0.02
659,RAD,2016-09-10,-0.02
794,SONC,2016-09-10,-0.02
820,SVU,2016-09-10,-0.02
4210,AZO,2016-09-22,close all
5112,BBBY,2016-09-22,close all
2231,COST,2016-09-30,close all
3221,FINL,2016-09-23,close all
4511,ISCA,2016-10-06,close all
6241,PIR,2016-09-29,close all
6591,RAD,2016-09-22,close all
7941,SONC,2016-10-25,close all
8201,SVU,2016-10-19,close all
46,BBBY,2015-06-10,0.02
317,FINL,2015-06-10,0.02
446,ISCA,2015-06-10,-0.02
481,KMX,2015-06-10,-0.02
6191,PIR,2015-06-10,-0.02
789,SONC,2015-06-10,-0.02
815,SVU,2015-06-10,-0.02
469,BBBY,2015-06-25,close all
3171,FINL,2015-06-26,close all
4461,ISCA,2015-07-02,close all
4811,KMX,2015-06-19,close all
6192,PIR,2015-06-18,close all
7891,SONC,2015-06-23,close all
